Date,Visitor/Neutral,PTS,Home/Neutral,PTS,WLoc,WTeam,LTeam
Sun Jan 28 2018,Sacramento Kings,98,San Antonio Spurs,113,H,San Antonio Spurs,Sacramento Kings
Sun Jan 28 2018,Los Angeles Lakers,111,Toronto Raptors,123,H,Toronto Raptors,Los Angeles Lakers
Mon Jan 29 2018,Minnesota Timberwolves,100,Atlanta Hawks,105,H,Atlanta Hawks,Minnesota Timberwolves
Mon Jan 29 2018,Miami Heat,95,Dallas Mavericks,88,V,Miami Heat,Dallas Mavericks
Mon Jan 29 2018,Boston Celtics,111,Denver Nuggets,110,V,Boston Celtics,Denver Nuggets
Mon Jan 29 2018,Charlotte Hornets,96,Indiana Pacers,105,H,Indiana Pacers,Charlotte Hornets
Mon Jan 29 2018,Phoenix Suns,109,Memphis Grizzlies,120,H,Memphis Grizzlies,Phoenix Suns
Mon Jan 29 2018,Philadelphia 76ers,95,Milwaukee Bucks,107,H,Milwaukee Bucks,Philadelphia 76ers
Tue Jan 30 2018,Cleveland Cavaliers,114,Detroit Pistons,125,H,Detroit Pistons,Cleveland Cavaliers
Tue Jan 30 2018,Orlando Magic,107,Houston Rockets,114,H,Houston Rockets,Orlando Magic
Tue Jan 30 2018,Portland Trail Blazers,104,Los Angeles Clippers,96,V,Portland Trail Blazers,Los Angeles Clippers
Tue Jan 30 2018,Sacramento Kings,114,New Orleans Pelicans,103,V,Sacramento Kings,New Orleans Pelicans
Tue Jan 30 2018,Brooklyn Nets,95,New York Knicks,111,H,New York Knicks,Brooklyn Nets
Tue Jan 30 2018,Denver Nuggets,104,San Antonio Spurs,106,H,San Antonio Spurs,Denver Nuggets
Tue Jan 30 2018,Minnesota Timberwolves,104,Toronto Raptors,109,H,Toronto Raptors,Minnesota Timberwolves
Tue Jan 30 2018,Golden State Warriors,99,Utah Jazz,129,H,Utah Jazz,Golden State Warriors
Tue Jan 30 2018,Oklahoma City Thunder,96,Washington Wizards,102,H,Washington Wizards,Oklahoma City Thunder
Wed Jan 31 2018,Charlotte Hornets,123,Atlanta Hawks,110,V,Charlotte Hornets,Atlanta Hawks
Wed Jan 31 2018,New York Knicks,73,Boston Celtics,103,H,Boston Celtics,New York Knicks
Wed Jan 31 2018,Philadelphia 76ers,108,Brooklyn Nets,116,H,Brooklyn Nets,Philadelphia 76ers
Wed Jan 31 2018,Miami Heat,89,Cleveland Cavaliers,91,H,Cleveland Cavaliers,Miami Heat
Wed Jan 31 2018,Memphis Grizzlies,101,Indiana Pacers,105,H,Indiana Pacers,Memphis Grizzlies
Wed Jan 31 2018,Los Angeles Lakers,105,Orlando Magic,127,H,Orlando Magic,Los Angeles Lakers
Wed Jan 31 2018,Dallas Mavericks,88,Phoenix Suns,102,H,Phoenix Suns,Dallas Mavericks
Wed Jan 31 2018,Chicago Bulls,108,Portland Trail Blazers,124,H,Portland Trail Blazers,Chicago Bulls
Thu Feb 1 2018,Oklahoma City Thunder,124,Denver Nuggets,127,H,Denver Nuggets,Oklahoma City Thunder
Thu Feb 1 2018,Memphis Grizzlies,102,Detroit Pistons,104,H,Detroit Pistons,Memphis Grizzlies
Thu Feb 1 2018,Milwaukee Bucks,89,Minnesota Timberwolves,108,H,Minnesota Timberwolves,Milwaukee Bucks
Thu Feb 1 2018,Houston Rockets,102,San Antonio Spurs,91,V,Houston Rockets,San Antonio Spurs
Thu Feb 1 2018,Toronto Raptors,119,Washington Wizards,122,H,Washington Wizards,Toronto Raptors
Fri Feb 2 2018,Atlanta Hawks,110,Boston Celtics,119,H,Boston Celtics,Atlanta Hawks
Fri Feb 2 2018,Los Angeles Lakers,102,Brooklyn Nets,99,V,Los Angeles Lakers,Brooklyn Nets
Fri Feb 2 2018,Indiana Pacers,126,Charlotte Hornets,133,H,Charlotte Hornets,Indiana Pacers
Fri Feb 2 2018,New York Knicks,90,Milwaukee Bucks,92,H,Milwaukee Bucks,New York Knicks
Fri Feb 2 2018,New Orleans Pelicans,114,Oklahoma City Thunder,100,V,New Orleans Pelicans,Oklahoma City Thunder
Fri Feb 2 2018,Miami Heat,97,Philadelphia 76ers,103,H,Philadelphia 76ers,Miami Heat
Fri Feb 2 2018,Utah Jazz,129,Phoenix Suns,97,V,Utah Jazz,Phoenix Suns
Fri Feb 2 2018,Golden State Warriors,119,Sacramento Kings,104,V,Golden State Warriors,Sacramento Kings
Fri Feb 2 2018,Portland Trail Blazers,105,Toronto Raptors,130,H,Toronto Raptors,Portland Trail Blazers
Sat Feb 3 2018,Houston Rockets,120,Cleveland Cavaliers,88,V,Houston Rockets,Cleveland Cavaliers
Sat Feb 3 2018,Golden State Warriors,108,Denver Nuggets,115,H,Denver Nuggets,Golden State Warriors
Sat Feb 3 2018,Miami Heat,107,Detroit Pistons,111,H,Detroit Pistons,Miami Heat
Sat Feb 3 2018,Philadelphia 76ers,92,Indiana Pacers,100,H,Indiana Pacers,Philadelphia 76ers
Sat Feb 3 2018,Chicago Bulls,103,Los Angeles Clippers,113,H,Los Angeles Clippers,Chicago Bulls
Sat Feb 3 2018,New Orleans Pelicans,107,Minnesota Timberwolves,118,H,Minnesota Timberwolves,New Orleans Pelicans
Sat Feb 3 2018,Washington Wizards,115,Orlando Magic,98,V,Washington Wizards,Orlando Magic
Sat Feb 3 2018,Dallas Mavericks,106,Sacramento Kings,99,V,Dallas Mavericks,Sacramento Kings
Sat Feb 3 2018,Utah Jazz,120,San Antonio Spurs,111,V,Utah Jazz,San Antonio Spurs
Sun Feb 4 2018,Portland Trail Blazers,96,Boston Celtics,97,H,Boston Celtics,Portland Trail Blazers
Sun Feb 4 2018,Milwaukee Bucks,109,Brooklyn Nets,94,V,Milwaukee Bucks,Brooklyn Nets
Sun Feb 4 2018,Atlanta Hawks,99,New York Knicks,96,V,Atlanta Hawks,New York Knicks
Sun Feb 4 2018,Los Angeles Lakers,108,Oklahoma City Thunder,104,V,Los Angeles Lakers,Oklahoma City Thunder
Sun Feb 4 2018,Charlotte Hornets,115,Phoenix Suns,110,V,Charlotte Hornets,Phoenix Suns
Sun Feb 4 2018,Memphis Grizzlies,86,Toronto Raptors,101,H,Toronto Raptors,Memphis Grizzlies
Mon Feb 5 2018,Charlotte Hornets,104,Denver Nuggets,121,H,Denver Nuggets,Charlotte Hornets
Mon Feb 5 2018,Portland Trail Blazers,91,Detroit Pistons,111,H,Detroit Pistons,Portland Trail Blazers
Mon Feb 5 2018,Washington Wizards,111,Indiana Pacers,102,V,Washington Wizards,Indiana Pacers
Mon Feb 5 2018,Dallas Mavericks,101,Los Angeles Clippers,104,H,Los Angeles Clippers,Dallas Mavericks
Mon Feb 5 2018,Orlando Magic,111,Miami Heat,109,V,Orlando Magic,Miami Heat
Mon Feb 5 2018,Utah Jazz,133,New Orleans Pelicans,109,V,Utah Jazz,New Orleans Pelicans
Mon Feb 5 2018,Chicago Bulls,98,Sacramento Kings,104,H,Sacramento Kings,Chicago Bulls
Tue Feb 6 2018,Memphis Grizzlies,82,Atlanta Hawks,108,H,Atlanta Hawks,Memphis Grizzlies
Tue Feb 6 2018,Houston Rockets,123,Brooklyn Nets,113,V,Houston Rockets,Brooklyn Nets
Tue Feb 6 2018,Oklahoma City Thunder,125,Golden State Warriors,105,V,Oklahoma City Thunder,Golden State Warriors
Tue Feb 6 2018,Phoenix Suns,93,Los Angeles Lakers,112,H,Los Angeles Lakers,Phoenix Suns
Tue Feb 6 2018,Milwaukee Bucks,103,New York Knicks,89,V,Milwaukee Bucks,New York Knicks
Tue Feb 6 2018,Cleveland Cavaliers,98,Orlando Magic,116,H,Orlando Magic,Cleveland Cavaliers
Tue Feb 6 2018,Washington Wizards,102,Philadelphia 76ers,115,H,Philadelphia 76ers,Washington Wizards
Tue Feb 6 2018,Boston Celtics,91,Toronto Raptors,111,H,Toronto Raptors,Boston Celtics
Wed Feb 7 2018,Minnesota Timberwolves,138,Cleveland Cavaliers,140,H,Cleveland Cavaliers,Minnesota Timberwolves
Wed Feb 7 2018,Brooklyn Nets,106,Detroit Pistons,115,H,Detroit Pistons,Brooklyn Nets
Wed Feb 7 2018,Utah Jazz,92,Memphis Grizzlies,88,V,Utah Jazz,Memphis Grizzlies
Wed Feb 7 2018,Houston Rockets,109,Miami Heat,101,V,Houston Rockets,Miami Heat
Wed Feb 7 2018,San Antonio Spurs,129,Phoenix Suns,81,V,San Antonio Spurs,Phoenix Suns
Thu Feb 8 2018,Dallas Mavericks,103,Golden State Warriors,121,H,Golden State Warriors,Dallas Mavericks
Thu Feb 8 2018,Oklahoma City Thunder,81,Los Angeles Lakers,106,H,Los Angeles Lakers,Oklahoma City Thunder
Thu Feb 8 2018,Atlanta Hawks,98,Orlando Magic,100,H,Orlando Magic,Atlanta Hawks
Thu Feb 8 2018,Charlotte Hornets,103,Portland Trail Blazers,109,H,Portland Trail Blazers,Charlotte Hornets
Thu Feb 8 2018,New York Knicks,88,Toronto Raptors,113,H,Toronto Raptors,New York Knicks
Thu Feb 8 2018,Boston Celtics,110,Washington Wizards,104,V,Boston Celtics,Washington Wizards
Fri Feb 9 2018,Cleveland Cavaliers,123,Atlanta Hawks,107,V,Cleveland Cavaliers,Atlanta Hawks
Fri Feb 9 2018,Indiana Pacers,97,Boston Celtics,91,V,Indiana Pacers,Boston Celtics
Fri Feb 9 2018,Minnesota Timberwolves,113,Chicago Bulls,114,H,Chicago Bulls,Minnesota Timberwolves
Fri Feb 9 2018,Los Angeles Clippers,108,Detroit Pistons,95,V,Los Angeles Clippers,Detroit Pistons
Fri Feb 9 2018,Denver Nuggets,104,Houston Rockets,130,H,Houston Rockets,Denver Nuggets
Fri Feb 9 2018,Milwaukee Bucks,85,Miami Heat,91,H,Miami Heat,Milwaukee Bucks
Fri Feb 9 2018,New Orleans Pelicans,82,Philadelphia 76ers,100,H,Philadelphia 76ers,New Orleans Pelicans
Fri Feb 9 2018,Portland Trail Blazers,118,Sacramento Kings,100,V,Portland Trail Blazers,Sacramento Kings
Fri Feb 9 2018,Charlotte Hornets,94,Utah Jazz,106,H,Utah Jazz,Charlotte Hornets
Sat Feb 10 2018,New Orleans Pelicans,138,Brooklyn Nets,128,V,New Orleans Pelicans,Brooklyn Nets
Sat Feb 10 2018,Washington Wizards,101,Chicago Bulls,90,V,Washington Wizards,Chicago Bulls
Sat Feb 10 2018,Los Angeles Lakers,123,Dallas Mavericks,130,H,Dallas Mavericks,Los Angeles Lakers
Sat Feb 10 2018,San Antonio Spurs,105,Golden State Warriors,122,H,Golden State Warriors,San Antonio Spurs
Sat Feb 10 2018,Milwaukee Bucks,111,Orlando Magic,104,V,Milwaukee Bucks,Orlando Magic
Sat Feb 10 2018,Los Angeles Clippers,98,Philadelphia 76ers,112,H,Philadelphia 76ers,Los Angeles Clippers
Sat Feb 10 2018,Denver Nuggets,123,Phoenix Suns,113,V,Denver Nuggets,Phoenix Suns
Sun Feb 11 2018,Detroit Pistons,115,Atlanta Hawks,118,H,Atlanta Hawks,Detroit Pistons
Sun Feb 11 2018,Cleveland Cavaliers,121,Boston Celtics,99,V,Cleveland Cavaliers,Boston Celtics
Sun Feb 11 2018,Toronto Raptors,123,Charlotte Hornets,103,V,Toronto Raptors,Charlotte Hornets
Sun Feb 11 2018,Dallas Mavericks,97,Houston Rockets,104,H,Houston Rockets,Dallas Mavericks
Sun Feb 11 2018,New York Knicks,113,Indiana Pacers,121,H,Indiana Pacers,New York Knicks
Sun Feb 11 2018,Sacramento Kings,106,Minnesota Timberwolves,111,H,Minnesota Timberwolves,Sacramento Kings
Sun Feb 11 2018,Memphis Grizzlies,92,Oklahoma City Thunder,110,H,Oklahoma City Thunder,Memphis Grizzlies
Sun Feb 11 2018,Utah Jazz,115,Portland Trail Blazers,96,V,Utah Jazz,Portland Trail Blazers
Mon Feb 12 2018,Los Angeles Clippers,114,Brooklyn Nets,101,V,Los Angeles Clippers,Brooklyn Nets
Mon Feb 12 2018,Orlando Magic,101,Chicago Bulls,105,H,Chicago Bulls,Orlando Magic
Mon Feb 12 2018,New Orleans Pelicans,118,Detroit Pistons,103,V,New Orleans Pelicans,Detroit Pistons
Mon Feb 12 2018,Phoenix Suns,83,Golden State Warriors,129,H,Golden State Warriors,Phoenix Suns
Mon Feb 12 2018,New York Knicks,92,Philadelphia 76ers,108,H,Philadelphia 76ers,New York Knicks
Mon Feb 12 2018,San Antonio Spurs,99,Utah Jazz,101,H,Utah Jazz,San Antonio Spurs
Tue Feb 13 2018,Sacramento Kings,114,Dallas Mavericks,109,V,Sacramento Kings,Dallas Mavericks
Tue Feb 13 2018,San Antonio Spurs,109,Denver Nuggets,117,H,Denver Nuggets,San Antonio Spurs
Tue Feb 13 2018,Atlanta Hawks,92,Milwaukee Bucks,97,H,Milwaukee Bucks,Atlanta Hawks
Tue Feb 13 2018,Houston Rockets,126,Minnesota Timberwolves,108,V,Houston Rockets,Minnesota Timberwolves
Tue Feb 13 2018,Cleveland Cavaliers,120,Oklahoma City Thunder,112,V,Cleveland Cavaliers,Oklahoma City Thunder
Tue Feb 13 2018,Miami Heat,112,Toronto Raptors,115,H,Toronto Raptors,Miami Heat
Wed Feb 14 2018,Los Angeles Clippers,129,Boston Celtics,119,V,Los Angeles Clippers,Boston Celtics
Wed Feb 14 2018,Indiana Pacers,108,Brooklyn Nets,103,V,Indiana Pacers,Brooklyn Nets
Wed Feb 14 2018,Toronto Raptors,122,Chicago Bulls,98,V,Toronto Raptors,Chicago Bulls
Wed Feb 14 2018,Atlanta Hawks,98,Detroit Pistons,104,H,Detroit Pistons,Atlanta Hawks
Wed Feb 14 2018,Sacramento Kings,91,Houston Rockets,100,H,Houston Rockets,Sacramento Kings
Wed Feb 14 2018,Oklahoma City Thunder,121,Memphis Grizzlies,114,V,Oklahoma City Thunder,Memphis Grizzlies
Wed Feb 14 2018,Los Angeles Lakers,117,New Orleans Pelicans,139,H,New Orleans Pelicans,Los Angeles Lakers
Wed Feb 14 2018,Washington Wizards,118,New York Knicks,113,V,Washington Wizards,New York Knicks
Wed Feb 14 2018,Charlotte Hornets,104,Orlando Magic,102,V,Charlotte Hornets,Orlando Magic
Wed Feb 14 2018,Miami Heat,102,Philadelphia 76ers,104,H,Philadelphia 76ers,Miami Heat
Wed Feb 14 2018,Golden State Warriors,117,Portland Trail Blazers,123,H,Portland Trail Blazers,Golden State Warriors
Wed Feb 14 2018,Phoenix Suns,97,Utah Jazz,107,H,Utah Jazz,Phoenix Suns
Thu Feb 15 2018,Denver Nuggets,134,Milwaukee Bucks,123,V,Denver Nuggets,Milwaukee Bucks
Thu Feb 15 2018,Los Angeles Lakers,111,Minnesota Timberwolves,119,H,Minnesota Timberwolves,Los Angeles Lakers
Thu Feb 22 2018,Philadelphia 76ers,116,Chicago Bulls,115,V,Philadelphia 76ers,Chicago Bulls
Thu Feb 22 2018,Brooklyn Nets,96,Charlotte Hornets,111,H,Charlotte Hornets,Brooklyn Nets
Thu Feb 22 2018,Washington Wizards,110,Cleveland Cavaliers,103,V,Washington Wizards,Cleveland Cavaliers
Thu Feb 22 2018,Los Angeles Clippers,127,Golden State Warriors,134,H,Golden State Warriors,Los Angeles Clippers
Thu Feb 22 2018,New York Knicks,120,Orlando Magic,113,V,New York Knicks,Orlando Magic
Thu Feb 22 2018,Oklahoma City Thunder,110,Sacramento Kings,107,V,Oklahoma City Thunder,Sacramento Kings
Fri Feb 23 2018,San Antonio Spurs,119,Denver Nuggets,122,H,Denver Nuggets,San Antonio Spurs
Fri Feb 23 2018,Boston Celtics,110,Detroit Pistons,98,V,Boston Celtics,Detroit Pistons
Fri Feb 23 2018,Minnesota Timberwolves,102,Houston Rockets,120,H,Houston Rockets,Minnesota Timberwolves
Fri Feb 23 2018,Atlanta Hawks,93,Indiana Pacers,116,H,Indiana Pacers,Atlanta Hawks
Fri Feb 23 2018,Dallas Mavericks,102,Los Angeles Lakers,124,H,Los Angeles Lakers,Dallas Mavericks
Fri Feb 23 2018,Cleveland Cavaliers,112,Memphis Grizzlies,89,V,Cleveland Cavaliers,Memphis Grizzlies
Fri Feb 23 2018,Miami Heat,123,New Orleans Pelicans,124,H,New Orleans Pelicans,Miami Heat
Fri Feb 23 2018,Los Angeles Clippers,128,Phoenix Suns,117,V,Los Angeles Clippers,Phoenix Suns
Fri Feb 23 2018,Milwaukee Bucks,122,Toronto Raptors,119,V,Milwaukee Bucks,Toronto Raptors
Fri Feb 23 2018,Portland Trail Blazers,100,Utah Jazz,81,V,Portland Trail Blazers,Utah Jazz
Fri Feb 23 2018,Charlotte Hornets,122,Washington Wizards,105,V,Charlotte Hornets,Washington Wizards
Sat Feb 24 2018,Oklahoma City Thunder,80,Golden State Warriors,112,H,Golden State Warriors,Oklahoma City Thunder
Sat Feb 24 2018,Memphis Grizzlies,89,Miami Heat,115,H,Miami Heat,Memphis Grizzlies
Sat Feb 24 2018,Chicago Bulls,104,Minnesota Timberwolves,122,H,Minnesota Timberwolves,Chicago Bulls
Sat Feb 24 2018,Boston Celtics,121,New York Knicks,112,V,Boston Celtics,New York Knicks
Sat Feb 24 2018,Orlando Magic,105,Philadelphia 76ers,116,H,Philadelphia 76ers,Orlando Magic
Sat Feb 24 2018,Portland Trail Blazers,106,Phoenix Suns,104,V,Portland Trail Blazers,Phoenix Suns
Sat Feb 24 2018,Los Angeles Lakers,113,Sacramento Kings,108,V,Los Angeles Lakers,Sacramento Kings
Sat Feb 24 2018,Dallas Mavericks,90,Utah Jazz,97,H,Utah Jazz,Dallas Mavericks
Sun Feb 25 2018,Detroit Pistons,98,Charlotte Hornets,114,H,Charlotte Hornets,Detroit Pistons
Sun Feb 25 2018,San Antonio Spurs,110,Cleveland Cavaliers,94,V,San Antonio Spurs,Cleveland Cavaliers
Sun Feb 25 2018,Houston Rockets,119,Denver Nuggets,114,V,Houston Rockets,Denver Nuggets
Sun Feb 25 2018,New Orleans Pelicans,123,Milwaukee Bucks,121,V,New Orleans Pelicans,Milwaukee Bucks
Sun Feb 25 2018,Philadelphia 76ers,94,Washington Wizards,109,H,Washington Wizards,Philadelphia 76ers
Mon Feb 26 2018,Los Angeles Lakers,123,Atlanta Hawks,104,V,Los Angeles Lakers,Atlanta Hawks
Mon Feb 26 2018,Memphis Grizzlies,98,Boston Celtics,109,H,Boston Celtics,Memphis Grizzlies
Mon Feb 26 2018,Chicago Bulls,87,Brooklyn Nets,104,H,Brooklyn Nets,Chicago Bulls
Mon Feb 26 2018,Indiana Pacers,103,Dallas Mavericks,109,H,Dallas Mavericks,Indiana Pacers
Mon Feb 26 2018,Phoenix Suns,116,New Orleans Pelicans,125,H,New Orleans Pelicans,Phoenix Suns
Mon Feb 26 2018,Golden State Warriors,125,New York Knicks,111,V,Golden State Warriors,New York Knicks
Mon Feb 26 2018,Orlando Magic,105,Oklahoma City Thunder,112,H,Oklahoma City Thunder,Orlando Magic
Mon Feb 26 2018,Minnesota Timberwolves,118,Sacramento Kings,100,V,Minnesota Timberwolves,Sacramento Kings
Mon Feb 26 2018,Detroit Pistons,94,Toronto Raptors,123,H,Toronto Raptors,Detroit Pistons
Mon Feb 26 2018,Houston Rockets,96,Utah Jazz,85,V,Houston Rockets,Utah Jazz
Tue Feb 27 2018,Chicago Bulls,103,Charlotte Hornets,118,H,Charlotte Hornets,Chicago Bulls
Tue Feb 27 2018,Brooklyn Nets,123,Cleveland Cavaliers,129,H,Cleveland Cavaliers,Brooklyn Nets
Tue Feb 27 2018,Los Angeles Clippers,122,Denver Nuggets,120,V,Los Angeles Clippers,Denver Nuggets
Tue Feb 27 2018,Philadelphia 76ers,101,Miami Heat,102,H,Miami Heat,Philadelphia 76ers
Tue Feb 27 2018,Washington Wizards,107,Milwaukee Bucks,104,V,Washington Wizards,Milwaukee Bucks
Tue Feb 27 2018,Sacramento Kings,99,Portland Trail Blazers,116,H,Portland Trail Blazers,Sacramento Kings
Wed Feb 28 2018,Indiana Pacers,102,Atlanta Hawks,107,H,Atlanta Hawks,Indiana Pacers
Wed Feb 28 2018,Charlotte Hornets,106,Boston Celtics,134,H,Boston Celtics,Charlotte Hornets
Wed Feb 28 2018,Oklahoma City Thunder,111,Dallas Mavericks,110,V,Oklahoma City Thunder,Dallas Mavericks
Wed Feb 28 2018,Milwaukee Bucks,87,Detroit Pistons,110,H,Detroit Pistons,Milwaukee Bucks
Wed Feb 28 2018,Houston Rockets,105,Los Angeles Clippers,92,V,Houston Rockets,Los Angeles Clippers
Wed Feb 28 2018,Phoenix Suns,110,Memphis Grizzlies,102,V,Phoenix Suns,Memphis Grizzlies
Wed Feb 28 2018,Toronto Raptors,117,Orlando Magic,104,V,Toronto Raptors,Orlando Magic
Wed Feb 28 2018,New Orleans Pelicans,121,San Antonio Spurs,116,V,New Orleans Pelicans,San Antonio Spurs
Wed Feb 28 2018,Golden State Warriors,109,Washington Wizards,101,V,Golden State Warriors,Washington Wizards
Thu Mar 1 2018,Philadelphia 76ers,108,Cleveland Cavaliers,97,V,Philadelphia 76ers,Cleveland Cavaliers
Thu Mar 1 2018,Los Angeles Lakers,131,Miami Heat,113,V,Los Angeles Lakers,Miami Heat
Thu Mar 1 2018,Minnesota Timberwolves,99,Portland Trail Blazers,108,H,Portland Trail Blazers,Minnesota Timberwolves
Thu Mar 1 2018,Brooklyn Nets,111,Sacramento Kings,116,H,Sacramento Kings,Brooklyn Nets
Fri Mar 2 2018,Golden State Warriors,114,Atlanta Hawks,109,V,Golden State Warriors,Atlanta Hawks
Fri Mar 2 2018,Dallas Mavericks,100,Chicago Bulls,108,H,Chicago Bulls,Dallas Mavericks
Fri Mar 2 2018,New York Knicks,105,Los Angeles Clippers,128,H,Los Angeles Clippers,New York Knicks
Fri Mar 2 2018,Denver Nuggets,108,Memphis Grizzlies,102,V,Denver Nuggets,Memphis Grizzlies
Fri Mar 2 2018,Indiana Pacers,103,Milwaukee Bucks,96,V,Indiana Pacers,Milwaukee Bucks
Fri Mar 2 2018,Detroit Pistons,106,Orlando Magic,115,H,Orlando Magic,Detroit Pistons
Fri Mar 2 2018,Charlotte Hornets,99,Philadelphia 76ers,110,H,Philadelphia 76ers,Charlotte Hornets
Fri Mar 2 2018,Oklahoma City Thunder,124,Phoenix Suns,116,V,Oklahoma City Thunder,Phoenix Suns
Fri Mar 2 2018,Minnesota Timberwolves,108,Utah Jazz,116,H,Utah Jazz,Minnesota Timberwolves
Fri Mar 2 2018,Toronto Raptors,102,Washington Wizards,95,V,Toronto Raptors,Washington Wizards
Sat Mar 3 2018,Denver Nuggets,126,Cleveland Cavaliers,117,V,Denver Nuggets,Cleveland Cavaliers
Sat Mar 3 2018,Boston Celtics,120,Houston Rockets,123,H,Houston Rockets,Boston Celtics
Sat Mar 3 2018,Detroit Pistons,96,Miami Heat,105,H,Miami Heat,Detroit Pistons
Sat Mar 3 2018,Memphis Grizzlies,100,Orlando Magic,107,H,Orlando Magic,Memphis Grizzlies
Sat Mar 3 2018,Oklahoma City Thunder,100,Portland Trail Blazers,108,H,Portland Trail Blazers,Oklahoma City Thunder
Sat Mar 3 2018,Utah Jazz,98,Sacramento Kings,91,V,Utah Jazz,Sacramento Kings
Sat Mar 3 2018,Los Angeles Lakers,116,San Antonio Spurs,112,V,Los Angeles Lakers,San Antonio Spurs
Sun Mar 4 2018,Phoenix Suns,112,Atlanta Hawks,113,H,Atlanta Hawks,Phoenix Suns
Sun Mar 4 2018,New Orleans Pelicans,126,Dallas Mavericks,109,V,New Orleans Pelicans,Dallas Mavericks
Sun Mar 4 2018,Brooklyn Nets,120,Los Angeles Clippers,123,H,Los Angeles Clippers,Brooklyn Nets
Sun Mar 4 2018,Philadelphia 76ers,110,Milwaukee Bucks,118,H,Milwaukee Bucks,Philadelphia 76ers
Sun Mar 4 2018,New York Knicks,99,Sacramento Kings,102,H,Sacramento Kings,New York Knicks
Sun Mar 4 2018,Charlotte Hornets,98,Toronto Raptors,103,H,Toronto Raptors,Charlotte Hornets
Sun Mar 4 2018,Indiana Pacers,98,Washington Wizards,95,V,Indiana Pacers,Washington Wizards
Mon Mar 5 2018,Boston Celtics,105,Chicago Bulls,89,V,Boston Celtics,Chicago Bulls
Mon Mar 5 2018,Detroit Pistons,90,Cleveland Cavaliers,112,H,Cleveland Cavaliers,Detroit Pistons
Mon Mar 5 2018,Milwaukee Bucks,89,Indiana Pacers,92,H,Indiana Pacers,Milwaukee Bucks
Mon Mar 5 2018,Portland Trail Blazers,108,Los Angeles Lakers,103,V,Portland Trail Blazers,Los Angeles Lakers
Mon Mar 5 2018,Phoenix Suns,103,Miami Heat,125,H,Miami Heat,Phoenix Suns
Mon Mar 5 2018,Memphis Grizzlies,98,San Antonio Spurs,100,H,San Antonio Spurs,Memphis Grizzlies
Mon Mar 5 2018,Orlando Magic,80,Utah Jazz,94,H,Utah Jazz,Orlando Magic
Tue Mar 6 2018,Philadelphia 76ers,128,Charlotte Hornets,114,V,Philadelphia 76ers,Charlotte Hornets
Tue Mar 6 2018,Denver Nuggets,107,Dallas Mavericks,118,H,Dallas Mavericks,Denver Nuggets
Tue Mar 6 2018,Brooklyn Nets,101,Golden State Warriors,114,H,Golden State Warriors,Brooklyn Nets
Tue Mar 6 2018,New Orleans Pelicans,121,Los Angeles Clippers,116,V,New Orleans Pelicans,Los Angeles Clippers
Tue Mar 6 2018,Houston Rockets,122,Oklahoma City Thunder,112,V,Houston Rockets,Oklahoma City Thunder
Tue Mar 6 2018,New York Knicks,87,Portland Trail Blazers,111,H,Portland Trail Blazers,New York Knicks
Tue Mar 6 2018,Atlanta Hawks,90,Toronto Raptors,106,H,Toronto Raptors,Atlanta Hawks
Tue Mar 6 2018,Miami Heat,113,Washington Wizards,117,H,Washington Wizards,Miami Heat
Wed Mar 7 2018,Memphis Grizzlies,110,Chicago Bulls,119,H,Chicago Bulls,Memphis Grizzlies
Wed Mar 7 2018,Cleveland Cavaliers,113,Denver Nuggets,108,V,Cleveland Cavaliers,Denver Nuggets
Wed Mar 7 2018,Toronto Raptors,121,Detroit Pistons,119,V,Toronto Raptors,Detroit Pistons
Wed Mar 7 2018,Utah Jazz,104,Indiana Pacers,84,V,Utah Jazz,Indiana Pacers
Wed Mar 7 2018,Orlando Magic,107,Los Angeles Lakers,108,H,Los Angeles Lakers,Orlando Magic
Wed Mar 7 2018,Houston Rockets,110,Milwaukee Bucks,99,V,Houston Rockets,Milwaukee Bucks
Wed Mar 7 2018,New Orleans Pelicans,114,Sacramento Kings,101,V,New Orleans Pelicans,Sacramento Kings
Thu Mar 8 2018,Brooklyn Nets,125,Charlotte Hornets,111,V,Brooklyn Nets,Charlotte Hornets
Thu Mar 8 2018,San Antonio Spurs,107,Golden State Warriors,110,H,Golden State Warriors,San Antonio Spurs
Thu Mar 8 2018,Philadelphia 76ers,99,Miami Heat,108,H,Miami Heat,Philadelphia 76ers
Thu Mar 8 2018,Boston Celtics,117,Minnesota Timberwolves,109,V,Boston Celtics,Minnesota Timberwolves
Thu Mar 8 2018,Phoenix Suns,87,Oklahoma City Thunder,115,H,Oklahoma City Thunder,Phoenix Suns
Fri Mar 9 2018,Los Angeles Lakers,116,Denver Nuggets,125,H,Denver Nuggets,Los Angeles Lakers
Fri Mar 9 2018,Chicago Bulls,83,Detroit Pistons,99,H,Detroit Pistons,Chicago Bulls
Fri Mar 9 2018,Atlanta Hawks,87,Indiana Pacers,112,H,Indiana Pacers,Atlanta Hawks
Fri Mar 9 2018,Cleveland Cavaliers,102,Los Angeles Clippers,116,H,Los Angeles Clippers,Cleveland Cavaliers
Fri Mar 9 2018,Utah Jazz,95,Memphis Grizzlies,78,V,Utah Jazz,Memphis Grizzlies
Fri Mar 9 2018,New York Knicks,112,Milwaukee Bucks,120,H,Milwaukee Bucks,New York Knicks
